anio,bimestre,id_tipoEmision,id_tipoUso,id_alcaldia ,id_colonia,manzana,region,id_tipoDesarrollo,consumo
2017,6,2,1,6,709,612,46,4,26.87
2019,2,1,1,6,1189,289,24,2,648.41
2017,4,1,3,5,644,255,63,4,196.59
2017,1,1,3,15,456,109,14,2,10.62
2017,1,2,1,5,862,242,66,3,63.81
2021,3,2,1,16,1155,8,30,3,20.76
2017,3,1,2,16,187,28,328,3,91.58
2018,4,1,3,13,187,807,58,4,1527.68
2017,4,1,2,5,503,316,168,4,122.83
2019,1,1,1,7,714,506,167,2,1847.14
2017,5,1,3,10,1642,816,154,1,92.72
2017,5,1,1,3,199,727,60,2,675.7
2018,3,1,1,13,1605,187,771,4,310.87
2019,5,1,1,17,1458,133,20,2,948.35
2019,4,1,2,6,743,442,24,1,70.7
2017,6,1,1,4,224,582,356,4,1775.71
2019,5,1,3,5,475,473,45,2,0
2017,3,1,1,10,939,325,154,4,8.66
2017,2,1,2,4,1225,671,56,4,64.06
2017,2,1,2,5,677,603,61,3,46.38
2019,3,1,2,5,635,308,62,2,139.61
2017,4,1,3,5,670,904,61,2,83.14
2017,3,1,1,5,664,251,145,4,1308.02
2021,6,2,1,13,1069,401,72,2,34.26
2019,2,1,2,5,638,300,63,2,114.09
2019,2,1,1,7,212,457,369,2,973.31
2017,4,2,1,10,1736,519,436,2,150
2018,6,1,1,17,1447,223,23,2,41.82
2017,2,2,1,5,538,617,45,4,69.08
2018,2,1,1,13,1497,598,71,2,51.92
2021,5,2,1,7,1005,630,469,2,43.48
2021,4,1,2,8,1063,44,55,4,10.4
2017,5,1,2,6,1094,626,24,3,50.64
2017,5,1,2,10,1762,923,154,4,50.64
2017,5,1,3,15,461,221,10,2,982.13
2019,4,1,2,17,1467,333,19,2,192.84
2018,5,1,1,17,1451,225,423,2,36
2019,4,1,1,5,544,217,48,3,576.21
2019,3,1,3,6,729,489,24,1,31.72
2017,1,1,1,10,1588,940,54,4,187.26
2018,5,1,1,6,709,280,146,4,528.52
2017,1,1,2,7,948,564,147,4,160.8
2017,6,1,1,7,879,368,167,2,3.05
2017,2,1,3,7,807,36,265,4,195.2
2019,1,1,3,7,800,804,65,2,0
2017,5,1,1,7,807,985,265,2,611.55
2017,3,1,2,15,465,40,13,3,258.19
2019,3,1,3,5,433,14,63,2,43.11
2021,2,1,2,16,1147,56,34,2,333.07
2019,4,2,1,5,603,328,45,4,20.15
2019,5,2,1,6,747,2,46,2,40.54
2018,6,1,1,6,569,57,146,2,133.59
2017,6,1,3,5,591,796,61,4,0
2021,5,1,3,7,811,882,569,2,28.13
2019,1,1,2,17,1442,69,22,3,143.56
2017,1,1,1,7,5,816,147,2,614.16
2019,6,2,1,6,1429,329,364,2,449.65
2017,2,1,1,10,1189,689,354,3,2914.9
2017,5,1,1,5,591,180,45,2,86.93
2017,6,1,1,5,538,733,145,4,260.88
2017,1,1,2,5,603,417,45,2,276.6
2017,3,1,2,16,1134,110,328,2,36.02
2019,3,2,1,5,530,28,16,3,39.82
2017,3,1,1,3,190,390,60,1,281.6
2018,5,2,1,13,1520,926,158,3,532.32
2017,6,2,1,5,986,647,61,2,18.63
2021,6,1,1,7,798,200,267,2,836.47
2017,1,2,1,5,486,615,66,4,97.12
2017,4,1,1,5,697,768,68,2,231.73
2017,2,1,1,16,1134,68,328,2,201.94
2017,6,1,1,4,224,584,356,1,93.33
2019,4,1,2,5,687,204,15,1,0.72
2021,3,1,1,16,167,45,31,2,23.06
2018,4,1,1,13,1508,264,158,3,59.7
2017,4,1,3,5,678,246,268,2,1.24
2017,2,2,1,15,434,243,14,2,19.04
2017,6,2,1,15,445,8,4,4,806.97
2017,3,1,1,10,187,629,376,2,1037.87
2017,1,1,3,10,1800,683,77,2,1082.33
2017,3,1,3,6,729,396,24,1,15.25
2017,1,1,1,16,228,11,328,2,168.69
2018,4,1,1,6,718,56,46,4,52.08
2017,5,2,1,8,1063,101,55,1,657.54
2021,3,1,2,13,708,673,158,3,66.69
2017,3,1,1,5,647,135,66,1,947.18
2021,4,1,2,13,1539,592,158,3,40.23
2021,6,1,3,7,917,708,165,2,83.46
2019,2,1,1,6,1189,287,24,3,59.17
2021,1,1,1,16,1431,169,29,3,33.72
2019,4,1,1,17,445,229,18,4,2957.63
2017,6,2,1,5,686,173,61,3,22.71
2018,3,1,3,6,700,339,64,4,751.24
2017,5,2,1,5,495,121,68,2,66.33
2019,3,1,1,17,1434,841,21,4,691.77
2017,4,1,2,6,1189,587,46,4,14.42
2018,1,1,2,13,1547,485,72,2,1.19
2019,3,1,1,5,683,8,48,3,594.61
2017,5,1,3,10,1591,984,54,4,0
2017,4,1,2,3,268,362,52,2,414.51
2017,5,1,1,7,811,882,569,2,2431.93
2017,4,1,1,5,609,37,62,2,681.05
2017,6,2,1,3,1459,21,260,2,26.73
2019,2,1,2,5,638,484,163,4,89.68
2021,6,1,2,13,1542,673,71,4,173.24
2017,2,1,3,5,590,633,61,1,118.34
2018,6,1,1,17,1415,373,23,2,1091.58
2017,2,1,3,6,717,416,46,2,1.22
2017,5,1,1,10,1697,981,76,4,748.33
2019,2,1,2,17,1439,180,21,2,50.63
2017,6,1,3,6,709,222,146,2,1.22
2017,6,1,1,15,443,226,11,1,1866.91
2017,1,1,3,7,5,801,147,4,4865.89
2019,6,2,1,6,1429,308,364,2,117.3
2019,1,1,2,17,1442,128,22,3,225.95
2017,3,1,3,5,605,242,48,2,17.69
2017,4,1,1,5,187,475,61,2,346.92
2017,5,1,3,3,1189,35,159,4,45.73
2017,4,1,3,10,1757,116,54,2,77.5
2021,5,1,3,7,1005,628,469,2,3.05
2018,3,1,1,13,1605,184,771,4,60.24
2017,2,1,1,5,488,987,63,2,606.16
2019,1,1,2,17,1474,135,22,3,267.04
2019,4,1,1,6,743,445,24,3,28.16
2017,1,1,3,7,1017,941,67,2,23.01
2017,5,1,2,6,1094,563,24,3,0
2018,4,1,2,17,1410,140,17,2,208.42
2017,2,1,2,15,426,182,27,3,257.4
2018,6,1,3,6,569,57,146,2,3.66
2017,4,1,1,5,187,17,168,2,145.38
2017,3,1,1,5,664,157,145,3,330.26
2017,1,2,1,15,456,98,14,2,505.77
2017,1,1,1,10,1762,933,154,4,511.55
2021,4,1,1,8,1063,43,55,1,807
2017,4,1,3,15,87,23,11,3,953.25
2019,4,1,3,5,544,217,48,3,28.26
2019,3,1,2,5,488,174,63,2,112.22
2017,2,1,2,5,664,719,45,3,133.39
2017,2,1,1,10,1642,816,154,1,2459.11
2017,6,2,1,4,224,633,356,1,293.15
2017,6,1,1,5,538,702,45,4,652.91
2019,5,1,1,17,1458,170,20,1,89.28
2017,2,1,2,4,401,521,56,3,82.2
2017,2,1,1,5,488,336,66,2,79.92
2021,2,1,3,16,1117,22,35,1,120.92
2017,4,1,1,5,687,57,315,4,94.48
